Track,Artist,SpotifyID,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness
Do You Believe Me Now,Jimmy Wayne,0HbtLdjkFkY8doAZzjRDmj,0.503,0.827,4,1,0.0553,0.0723,0.00000115,0.126,0.376,161.834,204387,-4.046
Waitin' On A Woman,Brad Paisley,3uJggzf2q1lCOl8EiQHFvN,0.548,0.617,0,1,0.0283,0.0846,0.0000509,0.113,0.339,76.371,272587,-7.093
She Never Cried In Front Of Me,Toby Keith,4CA1ZvDNhoaCJcozvGP8WH,0.458,0.621,7,1,0.0306,0.374,0,0.0999,0.34,145.904,239507,-4.553
Did You Wrong,Pleasure P,5klW2KKu4GaHWfTR01ywrj,0.598,0.786,0,1,0.0405,0.04,0,0.252,0.367,105.03,259000,-5.037
One Step At A Time,Jordin Sparks,5o4W6yWSJD9e9Ea8YC9WjF,0.766,0.692,1,1,0.0289,0.0825,0,0.0384,0.691,102.028,205160,-4.672
All Summer Long,Kid Rock,5rX6C5QVvvZB7XckETNych,0.7,0.864,7,1,0.0283,0.0212,0,0.0956,0.887,102.997,297587,-3.629
The Way I Loved You,Taylor Swift,5P4wWhUYWM0IaVYLuZxdar,0.433,0.7,5,1,0.0336,0.0408,0,0.115,0.398,160.927,244227,-3.709
Hey Stephen,Taylor Swift,4WXzzCof26KJLTK5kK53dS,0.841,0.544,6,1,0.0309,0.194,0.00000248,0.108,0.831,115.994,254307,-7.347
Bleeding Love,Leona Lewis,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,1,0.0357,0.188,0,0.146,0.225,104.036,262467,-5.886
Spaceman,The Killers,1A8SxnqRK3qabmuN2qxIpa,0.525,0.904,4,1,0.0532,0.00257,0.000648,0.12,0.803,151.988,284547,-5.488
Bartender Song,Rehab,1gewemPOUilb21s7CfMS55,0.667,0.673,4,1,0.0536,0.117,0,0.343,0.706,151.837,229040,-6.006
Angel,Natasha Bedingfield,1pJJcWEtSpbv8UAom5bkvW,0.566,0.749,2,1,0.0507,0.0574,0,0.388,0.503,134.909,246947,-4.435
Now Or Never,High School Musical 3 Cast,4WQJPsbGOdqe24mUVHa8xb,0.747,0.983,5,0,0.181,0.112,0,0.706,0.553,114.993,270733,-3.883
Angels,David Archuleta,6leGQ7WuzQrW9fHUinUWcX,0.136,0.25,7,1,0.0344,0.859,0,0.186,0.245,84.984,216467,-9.559
Country Man,Luke Bryan,4xfezXafYzsy7G4KfXQ9G5,0.739,0.836,4,1,0.0307,0.031,0,0.494,0.858,120.001,190227,-4.433
The Day That Never Comes,Metallica,2gqzkEF88vMclfRZEIOnQO,0.334,0.986,4,0,0.0576,0.000114,0.0353,0.0805,0.48,124.668,476267,-1.046
Something In Your Mouth,Nickelback,6wO0vMRAJB0r1lEWBJZNOq,0.663,0.977,0,1,0.0575,0.00137,0.0000177,0.173,0.746,129.975,219253,-3.024
Shake It,Metro Station,5619Ojc6t9evEEs3B7Drhe,0.618,0.955,4,1,0.0798,0.00221,0.00000309,0.486,0.79,150.034,179947,-3.836
Lloro Por Ti,Enrique Iglesias,1weteTjmjdI5FlQT9ujt8G,0.706,0.759,10,1,0.0408,0.211,0.00000842,0.107,0.355,79.989,247478,-6.921
Superwoman,Alicia Keys,694V3efHIeLmVRZIDMGc4O,0.408,0.494,0,1,0.0476,0.267,0.00285,0.11,0.136,161.698,274107,-8.291
All I Ever Wanted,Chuck Wicks,6RKrORavcsGPPrkRzkU14H,0.538,0.773,11,1,0.0281,0.0268,0,0.0829,0.611,94.053,207333,-4.659
Johnny & June,Heidi Newfield,6FmgSnILynpsvDmWTE9uPW,0.592,0.515,5,1,0.0299,0.458,0.00000128,0.116,0.269,141.949,218453,-6.486
Cry For You,September,4s3CHmungRHAI5ho2edqXb,0.776,0.878,9,1,0.0304,0.00141,0.000204,0.0574,0.96,130.022,211600,-3.377
You Are The Best Thing,Ray LaMontagne,1jyddn36UN4tVsJGtaJfem,0.579,0.727,10,1,0.0332,0.0304,0.0000199,0.172,0.885,170.593,231840,-4.872
Be OK,Ingrid Michaelson,2qESkHBZ2VThboOnosYFBk,0.821,0.773,4,1,0.0464,0.13,0,0.116,0.954,133.053,147680,-6.741
Troubadour,George Strait,4qjmnM1aYvayCTDd0uuRKH,0.568,0.621,11,1,0.0261,0.356,0.000577,0.274,0.346,136.094,176227,-6.395
I Still Miss You,Keith Anderson,3aQgDeBNn3ENJs8pheM9NH,0.505,0.763,3,1,0.0297,0.14,0,0.0949,0.446,156.024,235907,-5.386
Magic,Robin Thicke,1zy9PC4hGrVtCU7LoMOIqH,0.737,0.624,7,1,0.0398,0.251,0.00295,0.101,0.651,107.96,233227,-6.487
Take A Bow,Rihanna,3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,1,0.0715,0.248,0,0.0941,0.572,82.081,229413,-7.536
I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,0.699,0.76,5,1,0.0677,0.00223,0,0.132,0.696,129.996,179640,-3.173
Pocketful Of Sunshine,Natasha Bedingfield,1uigwk5hNV84zRd5YQQRTk,0.721,0.88,9,0,0.0454,0.191,0,0.0769,0.655,110.021,202907,-3.896
When I Grow Up,The Pussycat Dolls,21pySLskKIKrhDziCX5ojQ,0.671,0.685,11,0,0.05,0.00165,0,0.398,0.368,118.449,245680,-5.762
Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,5qiG5FhrnE7dl0ZxhKc3My,0.606,0.768,2,0,0.0326,0.00806,0.00000521,0.378,0.541,120.054,234493,-4.269
The Business,Yung Berg Featuring Casha,33PowGnnFPgWSGHcGIQX1U,0.63,0.726,7,1,0.177,0.00867,0,0.0864,0.327,133.317,253840,-5.372
The Shock Of The Lightning,Oasis,3PaRLiW9ozYt7gx4USFAaq,0.329,0.953,11,0,0.0869,0.0000447,0.549,0.302,0.0373,136.929,299947,-2.416
You Look Good In My Shirt,Keith Urban,4O4hiA7KxHhzv3s0QIHDlz,0.653,0.865,7,1,0.0325,0.0075,0.00000118,0.0629,0.828,116.966,227733,-6.395
Burnin' Up,Jonas Brothers,2VEsmoek0sol9MnJFyoG9e,0.667,0.954,2,1,0.0817,0.0296,0,0.331,0.807,114,175093,-3.462
Leavin',Jesse McCartney,20ORwCJusz4KS2PbTPVNKo,0.687,0.71,9,1,0.0522,0.0283,0.00000371,0.0689,0.886,79.235,216880,-5.84
The Time Of My Life,David Cook,6avyV3xlz2UFeiAUZ0SqyT,0.414,0.578,8,1,0.0287,0.0541,0,0.124,0.281,154.96,216147,-6.383
All I Want To Do,Sugarland,1mJ05BN0So26a14iib85aI,0.709,0.725,4,1,0.0556,0.208,0.0000454,0.158,0.759,97.046,213360,-4.999
Should've Said No,Taylor Swift,0ST1G2zAOuSPd6rYdF3RS0,0.726,0.28,6,0,0.941,0.83,0,0.144,0.591,118.747,81270,-11.744
Energy,Keri Hilson,0VI3YNoksmAn0LMnTVhBkq,0.427,0.767,6,1,0.143,0.0788,0,0.095,0.651,76.711,209840,-5.783
A Milli,Lil Wayne,6ScJMrlpiLfZUGtWp4QIVt,0.673,0.695,6,0,0.278,0.0387,0.00206,0.194,0.774,151.468,221840,-8.636
Ready For Whatever,T.I.,5X2Cy5IYsiYvk8etuE5UqQ,0.602,0.71,5,0,0.0966,0.00844,0,0.285,0.292,75.096,312467,-5.882
Shut Up And Let Me Go,The Ting Tings,6tN0t7Y1bFI1ZU98Ou8Z3i,0.852,0.927,7,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,171227,-4.497
Holler Back,The Lost Trailers,3Q39dywbYuBZmQ7sW8sc95,0.442,0.921,2,1,0.0635,0.259,0,0.163,0.601,178.124,190813,-2.344
Just Stand Up!,Artists Stand Up To Cancer,1EiwZsCTu8cGSRdog30oYY,0.56,0.958,0,1,0.0792,0.174,0,0.705,0.599,176.524,217067,-1.119
Thunder,Boys Like Girls,1MrNveiYvWyKNAMiqn8xS8,0.508,0.821,2,1,0.0395,0.223,0,0.316,0.463,75.057,236680,-5.279
Good Time,Alan Jackson,6lyKOW0FNW6aAZdKVgoM8m,0.652,0.767,9,1,0.0372,0.0355,0.00000692,0.397,0.73,132.017,306773,-10.445
Get Back,Demi Lovato,5rnLFnHktBdmpxwYXJXyQI,0.558,0.867,0,1,0.116,0.00327,0,0.0426,0.72,76.018,200213,-3.722
If I Never See Your Face Again,Maroon 5 Featuring Rihanna,1rhHkjoNw3EPUG4qAuGZih,0.589,0.923,6,1,0.0861,0.00252,0.000214,0.933,0.641,108.501,200720,-3.431
Heaven Sent,Keyshia Cole,2E90KUsor4U2abOJGFKtfx,0.642,0.742,2,0,0.0429,0.0832,0,0.0887,0.407,78.858,232880,-3.614
All Summer Long,Hit Masters,3XAUSzBhqBJocBlzVO2U6A,0.607,0.889,7,1,0.0325,0.0103,0,0.0642,0.863,102.997,296333,-4.317
Corona And Lime,Shwayze,4U5CjTT6uObhD2vwnD4zOF,0.862,0.763,7,1,0.0764,0.17,0,0.151,0.893,99.998,236000,-4.821
7 Things,Miley Cyrus,5ecZWU5uQOiCVSnPxBZNmT,0.59,0.903,1,0,0.0363,0.0232,0,0.0786,0.542,107.023,213453,-4.478
Free Fallin',John Mayer,4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,5,1,0.0317,0.771,0,0.702,0.436,172.638,263573,-13.262
I Luv Your Girl,The-Dream,3wkNK8tJZ2stygNJm8RCRD,0.723,0.322,8,1,0.0341,0.014,0,0.119,0.0406,90.063,267867,-9.702
Cyanide,Metallica,2LfonCFEOzFedikP12rTeo,0.313,0.993,11,0,0.0751,0.000119,0.000335,0.303,0.497,129.255,399547,-0.463
Mercy,Duffy,78twQ5XCFJMTE37ZSU0gsj,0.793,0.859,0,1,0.0332,0.266,0.000356,0.133,0.964,129.912,219920,-3.774
Never Would Have Made It,Marvin Sapp,3QdBvvYJ9k1CES1e9aYvaA,0.338,0.559,0,1,0.118,0.252,0,0.38,0.276,168.489,415133,-7.053
No Air,Jordin Sparks Duet With Chris Brown,3EXoXwJg7YCKBG0GZbJFqB,0.461,0.757,11,1,0.212,0.0494,0,0.0603,0.333,159.997,264547,-5.01
My Apocalypse,Metallica,6qIleHbUTXcGfBfQ8h0R2n,0.262,0.993,5,0,0.199,0.000199,0.00182,0.0962,0.279,199.915,301013,-1.27
Take You Down,Chris Brown,1vwUsp52io0AGQ5yv470IC,0.387,0.64,11,0,0.081,0.107,0,0.319,0.617,59.989,245933,-5.817
Gunpowder And Lead,Miranda Lambert,3z1PqYwMtct2Dm4R9lhWnT,0.333,0.907,0,1,0.0959,0.153,0,0.395,0.353,187.826,191693,-3.191
Believe,Staind,098lPAWl2OmsCx64TXH5OQ,0.537,0.736,10,0,0.0284,0.000659,0.00281,0.15,0.227,113.933,257307,-4.721
Change,Taylor Swift,1yACRKAwlXWhXXFUSkvzhD,0.541,0.77,5,1,0.0354,0.00408,0,0.117,0.215,96.013,280240,-4.17
Dreamer,Chris Brown,4v2mcqeFJTIIL4HO6wridQ,0.374,0.826,0,1,0.0482,0.0687,0,0.317,0.342,89.785,213080,-5.175
Handlebars,Flobots,6JH9yWhgbm0y9iAJhCslNc,0.704,0.57,5,1,0.0989,0.0222,0,0.101,0.524,141.888,206813,-7.136
Home,Blake Shelton,2uEVQb8FstYyxpd8Gy6ndR,0.576,0.455,7,1,0.0267,0.583,0.0000273,0.0912,0.206,127.856,227040,-7.587
Put A Girl In It,Brooks & Dunn,2whdkf4NsAloiUJ9ISRVDM,0.589,0.953,4,1,0.0619,0.0328,0.00102,0.062,0.772,119.967,207880,-3.317
Teenage Love Affair,Alicia Keys,34ClgyHf8Awds1ew9vMX26,0.636,0.826,11,1,0.162,0.632,0,0.197,0.679,87.665,190200,-4.668
BB Good,Jonas Brothers,7KX5NC5lHbjywDbHa2Uace,0.656,0.901,4,1,0.0398,0.0294,0.000139,0.0546,0.891,135.009,176240,-5.213
Last Name,Carrie Underwood,44xWtabQzBHKXxD0UVLSNQ,0.395,0.869,3,1,0.109,0.194,0,0.0874,0.688,159.833,241053,-3.154
Real,Goo Goo Dolls,5gWnJbOpNKAcOZw7snskjK,0.363,0.618,0,1,0.0296,0.00038,0.0000241,0.0908,0.412,82.939,244973,-5.147
Get Silly,V.I.C.,6ewmZ7vUOjitwsg4yJ6xhX,0.846,0.814,1,1,0.353,0.0769,0,0.0588,0.671,75.01,227120,-4.945
Breakout,Miley Cyrus,131RmhQ2mHtY29K1xX3SHW,0.444,0.841,4,1,0.0504,0.000132,0.0000115,0.229,0.796,160.093,206160,-3.742
A Little Bit Longer,Jonas Brothers,1C9CSFviMwp3kyZHmV09ed,0.302,0.619,0,1,0.0331,0.0228,0,0.231,0.291,156.359,205013,-4.812
Damaged,Danity Kane,4yHFxB8kzzeuNvoouR8N0N,0.774,0.653,8,0,0.05,0.0912,0,0.151,0.818,120.01,244267,-5.158
Love Song,Sara Bareilles,4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,0,0.0301,0.0208,0,0.188,0.573,123.052,258827,-3.142
In Love With A Girl,Gavin DeGraw,3zcmWxxUA7Em7X3IBqZGUo,0.439,0.906,3,1,0.0439,0.0193,0,0.373,0.687,161.905,206000,-4.8
What If It All Goes Right,Melissa Lawson,5lFRQzNq8ew9QVvuEBTZIb,0.632,0.8,4,1,0.0294,0.323,0.0000836,0.217,0.265,99.985,194107,-3.796
Summertime,New Kids On The Block,6WZ7g8fpIXkf1ySWn3GA5O,0.632,0.785,4,1,0.101,0.00972,0,0.0676,0.786,83.94,202413,-7.336
Come On Over,Jessica Simpson,4Z4HrH47UW6Vc4s76hAsSL,0.675,0.859,11,1,0.0318,0.214,0,0.117,0.556,110.037,171413,-2.57
Pork And Beans,Weezer,7wclPheMJAUKn2njmO2s3A,0.599,0.624,6,1,0.0339,0.0109,0.00000806,0.158,0.706,119.838,189400,-6.622
Learning How To Bend,Gary Allan,4s74ZQGzkOKumax5AqZrWC,0.506,0.731,2,1,0.0334,0.0375,0.000192,0.529,0.315,98.935,205800,-4.486
Realize,Colbie Caillat,5OGkKx8jP0A5KSULEc6XYZ,0.693,0.594,1,1,0.0325,0.13,0,0.115,0.192,123.932,244107,-6.408
Te Quiero,Flex,1Z4IqxukC6Yuer0nK7rC2R,0.536,0.598,1,1,0.0424,0.00314,0,0.319,0.465,83.946,199110,-9.608
Back When I Knew It All,Montgomery Gentry,5FswubJV9JkSOsumQsqAy0,0.616,0.817,2,1,0.0335,0.00275,0.0000436,0.429,0.474,124.074,237480,-5.544
Better As A Memory,Kenny Chesney,5Wz9a5T5T3JgVDxMpX9BFu,0.576,0.302,2,1,0.033,0.433,0.000033,0.133,0.145,70.932,252707,-11.845
Moving Mountains,Usher,0Z4DAkZzXkupqCtT7BGU5F,0.72,0.734,6,1,0.0316,0.0856,0,0.303,0.37,115.999,298053,-4.515
Pushin' Me Away,Jonas Brothers,6IxbD3Vdv7AIYC11ABftOW,0.473,0.903,7,1,0.0678,0.0145,0.00000123,0.195,0.452,161.956,183120,-6.123
We Weren't Crazy,Josh Gracin,1P0QYbg9KhGtv2OvvYgAWq,0.418,0.84,0,1,0.041,0.21,0.00000138,0.162,0.659,164.02,227307,-2.622
Mamma Mia,Meryl Streep,4nI8e3fy1hHvhCvJURv5JI,0.746,0.848,2,1,0.0331,0.15,0.00000218,0.37,0.756,138.047,214907,-4.638
Say,John Mayer,6wZI4mdT8JwXgkGURnBQiq,0.485,0.723,10,1,0.0317,0.541,0.00000112,0.075,0.541,167.845,230213,-6.565
All Around Me,Flyleaf,1zN6ynJG4PdR61YWv4PQ3Y,0.473,0.871,9,1,0.0456,0.0216,0,0.0525,0.47,146.975,198507,-4.893
Play My Music,Jonas Brothers,5MTQbjkMmE6WsDQ8JlyEVo,0.471,0.875,2,1,0.087,0.000652,0,0.239,0.759,177.98,197507,-3.499
Stop And Stare,OneRepublic,48s0QHJgmiNsth3WEO6U4M,0.492,0.859,4,1,0.0332,0.0659,0,0.0756,0.251,92.474,223853,-4.274
Violet Hill,Coldplay,1ZqHjApl3pfzwjweTfMi0g,0.345,0.581,1,0,0.0369,0.0603,0.00127,0.115,0.108,76.022,222653,-7.875
Trying To Stop Your Leaving,Dierks Bentley,7zOtXBS23pOhmef9hv6CKk,0.617,0.57,7,1,0.0302,0.00847,0.0000515,0.0985,0.395,111.846,218147,-5.562
Inside The Fire,Disturbed,5cxp9kjCFyJwzv3lzeX7ku,0.463,0.962,7,1,0.0704,0.000233,0.109,0.0906,0.66,94.003,231573,-6.43
That Song In My Head,Julianne Hough,28iutfEP6JEXbHHqub8GzB,0.496,0.84,0,1,0.0803,0.0705,0,0.0745,0.746,185.978,193493,-2.528
Just Got Started Lovin' You,James Otto,4b0XF7CDpJEBAdVHMw7amV,0.705,0.606,7,1,0.0243,0.159,0.00149,0.242,0.876,98.001,234640,-7.047
Gotta Find You,Joe Jonas,2oOCYaGkOpOB5HPo15cEGl,0.326,0.743,11,1,0.0352,0.0491,0,0.0874,0.459,80.475,241867,-5.139
Bye Bye,Mariah Carey,4n40hvXBCDQba3DO5BOm6P,0.788,0.585,10,1,0.0559,0.298,0,0.346,0.84,136.002,266827,-4.884
I Saw God Today,George Strait,7maV3I3KQNYpsOWYTOhGqn,0.588,0.587,3,1,0.0302,0.599,0,0.162,0.381,147.897,203200,-6.89
Sneakernight,Vanessa Hudgens,5qaxeIJLARExwa34d9TuYp,0.803,0.901,1,0,0.0625,0.323,0,0.142,0.837,104.002,179080,-4.192
Every Day,Rascal Flatts,50MHFGCJITQy3LhZam6Mm6,0.296,0.725,8,1,0.0461,0.0347,0,0.0881,0.247,113.031,254213,-5.466
We Rock,Cast Of Camp Rock,7r6ubHsaieaig4kORmmsDy,0.638,0.953,8,0,0.11,0.00635,0,0.12,0.799,143.849,190933,-3.491
Rise Above This,Seether,4dZ4iHhsqQAQ4em4abLB6C,0.533,0.83,1,1,0.0324,0.011,0.00000298,0.0801,0.249,120.028,203893,-3.092
The Way That I Love You,Ashanti,7LFcepuZqkpghbKnslItnx,0.556,0.895,3,0,0.101,0.0188,0.00132,0.0571,0.468,79.759,267680,-4.115
Touch My Body,Mariah Carey,2H1l4JczUDbiWfQtQElB05,0.715,0.665,4,0,0.0502,0.0996,0,0.224,0.84,78.502,204733,-7.736
Picture To Burn,Taylor Swift,32mVHdy0bi1XKgr0ajsBlG,0.658,0.877,7,1,0.0323,0.173,0,0.0962,0.821,105.586,173067,-2.098
Last Time,Trey Songz,6UBqk9rh6e2Rj7LLzDjn6R,0.629,0.624,2,1,0.0915,0.209,0,0.215,0.66,119.964,261707,-7.957
Love Don't Live Here,Lady Antebellum,16vNQhg2y5RDkkNaQExLTL,0.653,0.871,1,1,0.0315,0.0625,0.00000352,0.144,0.62,139.937,230400,-3.83
I Will Possess Your Heart,Death Cab For Cutie,77vYwoC7e3pVoPq8BA9CuL,0.605,0.619,9,0,0.0261,0.423,0.313,0.0732,0.578,133.074,505773,-8.971
Break The Ice,Britney Spears,52K4Nl7eVNqUpUeJeWJlwT,0.712,0.911,5,0,0.0445,0.689,0.00000802,0.107,0.85,117.533,196053,-3.866
With You,Chris Brown,5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3,1,0.0698,0.134,0,0.145,0.655,86.009,252120,-4.298
3 Peat,Lil Wayne,58PWl2rA7lU90UBvDufzWm,0.769,0.66,9,1,0.331,0.00113,0,0.078,0.471,153.092,199427,-7.375
Love Is A Beautiful Thing,Phil Vassar,3XOFkS6Fvi3IqBTq4i73Xa,0.583,0.791,0,1,0.0348,0.318,0,0.123,0.488,81.362,237147,-3.955
New Soul,Yael Naim,476JcJ3TpAuCOlGdCmomGm,0.769,0.371,0,1,0.0326,0.733,0.0000373,0.106,0.653,100.001,225107,-8.522
See You Again,Miley Cyrus,0G71WvIkF2K6HViJeFvOcM,0.692,0.911,9,0,0.177,0.0149,0.0000734,0.112,0.801,138.975,190453,-5.098
Feels Like Tonight,Daughtry,2tVCFmn2zKg2wGXS1TCIIA,0.483,0.907,6,1,0.045,0.000822,0,0.117,0.352,130.984,238701,-3.166
Indestructible,Disturbed,42ZVk59gT4tMlrZmd8Ijxf,0.429,0.966,8,1,0.0733,0.000209,0.124,0.371,0.525,179.956,278027,-4.605
Nine In The Afternoon,Panic! At The Disco,1S30kHvkkdMkcuCTGSgS41,0.405,0.689,10,1,0.0365,0.0843,0,0.207,0.397,155.189,191560,-5.75
Customer,Raheem DeVaughn,7vPtkrQdS0ZV0zX7qKHahN,0.635,0.518,1,1,0.0439,0.463,0,0.169,0.513,124.044,245067,-7.131
No One,Alicia Keys,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.548,1,0,0.0286,0.0209,0.00000868,0.134,0.166,90.042,253813,-5.416
Our Song,Taylor Swift,15DeqWWQB4dcEWzJg15VrN,0.668,0.672,2,1,0.0303,0.111,0,0.329,0.539,89.011,201107,-4.931
Whatever It Takes,Lifehouse,3nzL5CIQiCEt6jRt1AlQ9d,0.439,0.874,0,1,0.0299,0.00571,0,0.176,0.527,150.036,207240,-4.165
What Kinda Gone,Chris Cagle,7uPReljrrTaqzDCcx4JHmi,0.494,0.861,5,1,0.0365,0.257,0,0.103,0.668,172.052,181613,-5.236
Love Is Gone,David Guetta & Chris Willis,2MGRnjJc7C0z3EOEWRqcMw,0.773,0.813,4,0,0.0797,0.0326,0.0000377,0.192,0.708,127.931,199387,-4.609
Psycho,Puddle Of Mudd,3e2KBwxibC1rq4bA5TNKW2,0.573,0.897,1,1,0.0553,0.00473,0,0.278,0.463,126.034,210653,-3.549
Sorry,Buckcherry,0EbnUc05YEKhZRKgbrZWpq,0.54,0.773,2,1,0.0288,0.0315,0,0.176,0.381,130.952,228387,-3.627
Bubbly,Colbie Caillat,0rFOs9paloAvEtzwDX1Kmc,0.697,0.474,9,1,0.0351,0.603,0,0.11,0.249,127.907,196280,-6.663
Paralyzer,Finger Eleven,28IEbk5a7twNTbUEvWslUb,0.644,0.939,11,0,0.0456,0.157,0,0.233,0.861,106.031,208107,-3.486
Hallelujah,Kate Voegele,5OqW09kxGmc6b5xGFmln1b,0.593,0.217,2,0,0.0282,0.936,0,0.117,0.365,107.918,294200,-7.474
All-American Girl,Carrie Underwood,2dRPQFwPqAmc42mDRnsDQu,0.624,0.805,9,1,0.029,0.0466,0,0.328,0.77,123.991,212173,-2.632
No Matter What,T.I.,6ufB4VdDWdIXZWHxdtYKFR,0.498,0.824,11,1,0.247,0.00332,0,0.0757,0.332,145.639,315680,-5.091
Small Town Southern Man,Alan Jackson,5ExWY6ojo1Qm3rC7iaEqx2,0.683,0.438,3,1,0.0264,0.12,0.00000849,0.269,0.568,132.951,280267,-12.433
When You Look Me In The Eyes,Jonas Brothers,4kf33kU0KAlkNBK9pNbYNU,0.4,0.766,2,1,0.0328,0.0242,0,0.301,0.508,135.938,249693,-3.717
Stronger Woman,Jewel,4S0SN8LHWeNgFVb3GFV4lV,0.445,0.802,2,1,0.0473,0.161,0,0.266,0.54,170.112,242693,-4.097
Falsetto,The-Dream,2P1e3xpjDhYFqOFeu8IWzS,0.732,0.549,0,1,0.0312,0.163,0.0000601,0.122,0.479,131.006,271173,-4.194
Beat It,Fall Out Boy Featuring John Mayer,0BrgzTEWfI0QZLRJqzJbPa,0.559,0.939,0,1,0.0679,0.0442,0.00000227,0.315,0.824,149.979,230307,-3.409
Teardrops On My Guitar,Taylor Swift,7snx7w5WZLHovS0xC45ZfP,0.626,0.44,10,1,0.0232,0.331,0,0.146,0.259,99.962,204707,-6.942
Give It 2 Me,Madonna,6G7d2cbkZSaAOE0H6K1ohb,0.837,0.954,8,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,287907,-3.512
Dey Know,Shawty Lo,6TQANhh0iV17xMeExcH6qj,0.428,0.714,8,1,0.399,0.0895,0,0.766,0.678,110.017,198093,-5.574
Sweet And Low,Augustana,1W4c3lEi67BG5Ev7CgYqNi,0.443,0.727,11,1,0.0315,0.00572,0.000845,0.106,0.407,151.93,214067,-4.455
Laughed Until We Cried,Jason Aldean,1nJlb0ZE6uZHk7D8YS7353,0.547,0.485,7,1,0.0292,0.467,0,0.0736,0.243,145.057,202520,-5.368
Tattoo,Jordin Sparks,3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,2,1,0.0399,0.431,0,0.101,0.547,168.005,233467,-5.036
I Remember,Keyshia Cole,1dObJGQUgJ7tWxJ0byON6W,0.422,0.736,5,0,0.049,0.203,0,0.102,0.303,129.278,260093,-4.426
I Like The Way She Do It,G Unit,3c1fI9dVeR0nKFkOYh3Sj0,0.55,0.806,7,1,0.324,0.00859,0,0.263,0.282,124.4,232600,-5.421
Like You'll Never See Me Again,Alicia Keys,3JHDtmFdX9kdx9wz0md98U,0.562,0.658,7,1,0.0314,0.174,0.000285,0.102,0.268,127.81,315360,-8.072
Take You There,Sean Kingston,6AdLyvisRKHLAwARaZMGr6,0.752,0.921,5,0,0.0696,0.0182,0,0.256,0.634,115.033,236693,-4.321
Suffocate,J. Holiday,3nJjIYchBNkYm7B8XfJf5N,0.458,0.445,9,0,0.361,0.64,0,0.118,0.447,82.82,220053,-8.391
Umma Do Me,Rocko,3YrVdQ19x8VDexsX7ytwJ2,0.475,0.605,2,1,0.215,0.0833,0,0.267,0.291,137.074,230547,-5.096
Never,Jaheim,0mRwNBO4xlQGW6SSGXPHBV,0.537,0.337,4,1,0.0728,0.224,0,0.107,0.605,105.367,266320,-8.117
Feedback,Janet,2K1MhduqSRF4Q2agqEtnEh,0.846,0.649,1,0,0.0534,0.000341,0,0.0623,0.496,114.977,218213,-6.849
Shiftwork,Kenny Chesney Duet With George Strait,1JtYfT7sJF3jojvLo1Vl7c,0.847,0.576,0,1,0.0359,0.0922,0.00331,0.0373,0.882,128.992,269507,-9.199
Crying Out For Me,Mario,3lMgczyYCjVDpJX8Wl2ilu,0.509,0.72,1,1,0.0682,0.196,0,0.284,0.505,130.063,288387,-6.935
Sensual Seduction,Snoop Dogg,1wva1IlWLDNLgwipUWcmjy,0.756,0.829,11,1,0.0682,0.003,0.0000346,0.0578,0.504,120.163,245520,-3.973
Got Me Going,DAY26,6Qqp1NCiy8Ps6EtOL1yjeb,0.755,0.728,5,0,0.0786,0.0914,0,0.0937,0.537,108.816,282373,-6.676
What Hurts The Most,Cascada,3OW3uDpM7mgLe3xU6EYX5q,0.572,0.985,9,1,0.111,0.0131,0.00000966,0.335,0.254,142.039,219707,-6.43
Nude,Radiohead,5k7VKj1Xwy5DjO4B0PdAOb,0.537,0.342,4,1,0.0338,0.833,0.6,0.0856,0.156,128.331,255387,-9.785
Shadow Of The Day,Linkin Park,0OYcEfskah1egYHjYRvbg1,0.534,0.393,11,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,-7.813
Cleaning This Gun (Come On In Boy),Rodney Atkins,292hQrFkBjVmbHRqGVqBta,0.514,0.798,2,1,0.0494,0.0612,0,0.104,0.677,145.995,226813,-3.669
Supernatural Superserious,R.E.M.,47i0RQi76b6UUCIBDgu2TR,0.461,0.642,2,1,0.0525,0.00428,0.000678,0.153,0.76,125.079,203880,-2.778
crushcrushcrush,Paramore,3VA4sjTMSTTF02hFGmlpJh,0.631,0.793,1,0,0.0468,0.000218,0.0000565,0.0976,0.648,136.96,189373,-4.086
Things That Never Cross A Man's Mind,Kellie Pickler,2KvHHiBqpPUlgbKqCJ7Ip4,0.67,0.893,9,1,0.0369,0.0349,0,0.692,0.735,117.624,189533,-3.954
Lost,Michael Buble,6vhYDNMZgffPwcdXdvMqCS,0.518,0.354,11,1,0.029,0.764,0.00055,0.114,0.315,137.749,219840,-9.141
